,alpha,beta,rho,K,loglike
16258,0.7500000000000001,1,0.8500000000000001,5,-278.74281212035476
16259,0.7500000000000001,1,0.8500000000000001,6,-272.64920136202613
16260,0.7500000000000001,1,0.9,2,-408.8604708479228
16261,0.7500000000000001,1,0.9,3,-330.8683952638138
16262,0.7500000000000001,1,0.9,4,-283.70023768766436
16263,0.7500000000000001,1,0.9,5,-269.03788644513867
16264,0.7500000000000001,1,0.9,6,-266.63262197711106
16265,0.7500000000000001,1,0.9500000000000001,2,-397.1153092461411
16266,0.7500000000000001,1,0.9500000000000001,3,-318.10076936895337
16267,0.7500000000000001,1,0.9500000000000001,4,-271.95765274326425
16268,0.7500000000000001,1,0.9500000000000001,5,-265.77702887166987
16269,0.7500000000000001,1,0.9500000000000001,6,-271.4986865591161
16270,0.7500000000000001,1,1.0,2,-385.64151983988785
16271,0.7500000000000001,1,1.0,3,-370.75431159033883
16272,0.7500000000000001,1,1.0,4,-366.8995088009098
16273,0.7500000000000001,1,1.0,5,-868.8484154292416
16274,0.7500000000000001,1,1.0,6,-1324.1878019959643
16275,0.7500000000000001,5,0.0,2,-272.9657551464971
16276,0.7500000000000001,5,0.0,3,-272.9657551464971
16277,0.7500000000000001,5,0.0,4,-272.9657551464971
16278,0.7500000000000001,5,0.0,5,-272.9657551464971
16279,0.7500000000000001,5,0.0,6,-272.9657551464971
16280,0.7500000000000001,5,0.05,2,-271.7941611358129
16281,0.7500000000000001,5,0.05,3,-271.44491886650803
16282,0.7500000000000001,5,0.05,4,-271.2653779877663
16283,0.7500000000000001,5,0.05,5,-271.2653431483985
16284,0.7500000000000001,5,0.05,6,-271.2781648218449
16285,0.7500000000000001,5,0.1,2,-270.6459005900513
16286,0.7500000000000001,5,0.1,3,-269.97289799660615
16287,0.7500000000000001,5,0.1,4,-269.6423513416852
16288,0.7500000000000001,5,0.1,5,-269.6732164032507
16289,0.7500000000000001,5,0.1,6,-269.7153861509659
16290,0.7500000000000001,5,0.15000000000000002,2,-269.5215368307523
16291,0.7500000000000001,5,0.15000000000000002,3,-268.5518811682558
16292,0.7500000000000001,5,0.15000000000000002,4,-268.10139804634616
16293,0.7500000000000001,5,0.15000000000000002,5,-268.1979808005502
16294,0.7500000000000001,5,0.15000000000000002,6,-268.2883865744752
16295,0.7500000000000001,5,0.2,2,-268.4216874587919
16296,0.7500000000000001,5,0.2,3,-267.1843540961773
16297,0.7500000000000001,5,0.2,4,-266.64797219611364
16298,0.7500000000000001,5,0.2,5,-266.84979084545637
16299,0.7500000000000001,5,0.2,6,-267.0102270310672
16300,0.7500000000000001,5,0.25,2,-267.3470301067154
16301,0.7500000000000001,5,0.25,3,-265.87315358037034
16302,0.7500000000000001,5,0.25,4,-265.2884077729183
16303,0.7500000000000001,5,0.25,5,-265.6407226898173
16304,0.7500000000000001,5,0.25,6,-265.89659861725784
16305,0.7500000000000001,5,0.30000000000000004,2,-266.2983091480678
16306,0.7500000000000001,5,0.30000000000000004,3,-264.6215363690668
16307,0.7500000000000001,5,0.30000000000000004,4,-264.03010950242793
16308,0.7500000000000001,5,0.30000000000000004,5,-264.5852695554144
16309,0.7500000000000001,5,0.30000000000000004,6,-264.96654496098483
16310,0.7500000000000001,5,0.35000000000000003,2,-265.2763435705751
16311,0.7500000000000001,5,0.35000000000000003,3,-263.43326855933867
16312,0.7500000000000001,5,0.35000000000000003,4,-262.8818017621345
16313,0.7500000000000001,5,0.35000000000000003,5,-263.70101158169393
16314,0.7500000000000001,5,0.35000000000000003,6,-264.24345304569124
16315,0.7500000000000001,5,0.4,2,-264.28203627846085
16316,0.7500000000000001,5,0.4,3,-262.31274411953245
16317,0.7500000000000001,5,0.4,4,-261.8538590716312
16318,0.7500000000000001,5,0.4,5,-263.0095402248259
16319,0.7500000000000001,5,0.4,6,-263.7564417139876
16320,0.7500000000000001,5,0.45,2,-263.31638516802934
16321,0.7500000000000001,5,0.45,3,-261.26514595023065
16322,0.7500000000000001,5,0.45,4,-260.9587541925023
16323,0.7500000000000001,5,0.45,5,-262.53776441337726
16324,0.7500000000000001,5,0.45,6,-263.5423560548714
16325,0.7500000000000001,5,0.5,2,-262.38049642860017
16326,0.7500000000000001,5,0.5,3,-260.2966712681276
16327,0.7500000000000001,5,0.5,4,-260.2116809341009
16328,0.7500000000000001,5,0.5,5,-262.31980764925635
16329,0.7500000000000001,5,0.5,6,-263.6487153308515
16330,0.7500000000000001,5,0.55,2,-261.4756006709362
16331,0.7500000000000001,5,0.55,3,-259.4148582888689
16332,0.7500000000000001,5,0.55,4,-259.6314459263374
16333,0.7500000000000001,5,0.55,5,-262.3998545654838
16334,0.7500000000000001,5,0.55,6,-264.13821970087673
16335,0.7500000000000001,5,0.6000000000000001,2,-260.60307269738615
16336,0.7500000000000001,5,0.6000000000000001,3,-258.6290803407191
16337,0.7500000000000001,5,0.6000000000000001,4,-259.24179281691033
16338,0.7500000000000001,5,0.6000000000000001,5,-262.8365922656678
16339,0.7500000000000001,5,0.6000000000000001,6,-265.09592283236276
16340,0.7500000000000001,5,0.65,2,-259.7644560332053
16341,0.7500000000000001,5,0.65,3,-257.951333325002
16342,0.7500000000000001,5,0.65,4,-259.073459898978
16343,0.7500000000000001,5,0.65,5,-263.71047903347977
16344,0.7500000000000001,5,0.65,6,-266.6412195436655
16345,0.7500000000000001,5,0.7000000000000001,2,-258.96149378669617
16346,0.7500000000000001,5,0.7000000000000001,3,-257.3975753023873
16347,0.7500000000000001,5,0.7000000000000001,4,-259.1675685988194
16348,0.7500000000000001,5,0.7000000000000001,5,-265.136373665736
16349,0.7500000000000001,5,0.7000000000000001,6,-268.94913726377706
16350,0.7500000000000001,5,0.75,2,-258.19616807848377
16351,0.7500000000000001,5,0.75,3,-256.9902035094876
16352,0.7500000000000001,5,0.75,4,-259.5816477494723
16353,0.7500000000000001,5,0.75,5,-267.287239299022
16354,0.7500000000000001,5,0.75,6,-272.29121604327565
16355,0.7500000000000001,5,0.8,2,-257.4707513148159
16356,0.7500000000000001,5,0.8,3,-256.7631684598996
16357,0.7500000000000001,5,0.8,4,-260.40152824918374
16358,0.7500000000000001,5,0.8,5,-270.4434888709164
16359,0.7500000000000001,5,0.8,6,-277.1225874572118
16360,0.7500000000000001,5,0.8500000000000001,2,-256.7878742148854
16361,0.7500000000000001,5,0.8500000000000001,3,-256.77428636623563
16362,0.7500000000000001,5,0.8500000000000001,4,-261.76866330928937
16363,0.7500000000000001,5,0.8500000000000001,5,-275.11199759714384
16364,0.7500000000000001,5,0.8500000000000001,6,-284.2967459950368
16365,0.7500000000000001,5,0.9,2,-256.15061816673153
16366,0.7500000000000001,5,0.9,3,-257.14270538601625
16367,0.7500000000000001,5,0.9,4,-263.9596295314831
16368,0.7500000000000001,5,0.9,5,-282.3869461753551
16369,0.7500000000000001,5,0.9,6,-295.73020157920445
16370,0.7500000000000001,5,0.9500000000000001,2,-255.56264398184337
16371,0.7500000000000001,5,0.9500000000000001,3,-258.223958589552
16372,0.7500000000000001,5,0.9500000000000001,4,-267.74444649296197
16373,0.7500000000000001,5,0.9500000000000001,5,-295.62452929333415
16374,0.7500000000000001,5,0.9500000000000001,6,-317.5390344900961
16375,0.7500000000000001,5,1.0,2,-255.02837701084482
16376,0.7500000000000001,5,1.0,3,-320.0953628448728
16377,0.7500000000000001,5,1.0,4,-370.9653219881708
16378,0.7500000000000001,5,1.0,5,-879.1505263661581
16379,0.7500000000000001,5,1.0,6,-1324.1878019959643
16380,0.7500000000000001,10,0.0,2,-312.7470084854785
16381,0.7500000000000001,10,0.0,3,-312.7470084854785
16382,0.7500000000000001,10,0.0,4,-312.7470084854785
16383,0.7500000000000001,10,0.0,5,-312.7470084854785
16384,0.7500000000000001,10,0.0,6,-312.7470084854785
16385,0.7500000000000001,10,0.05,2,-313.2872377200739
16386,0.7500000000000001,10,0.05,3,-313.5835849422815
16387,0.7500000000000001,10,0.05,4,-313.8663420115675
16388,0.7500000000000001,10,0.05,5,-314.1438826142618
16389,0.7500000000000001,10,0.05,6,-314.2806017259803
16390,0.7500000000000001,10,0.1,2,-313.84239937871007
16391,0.7500000000000001,10,0.1,3,-314.4544650707971
16392,0.7500000000000001,10,0.1,4,-315.0433108002821
16393,0.7500000000000001,10,0.1,5,-315.62592316014303
16394,0.7500000000000001,10,0.1,6,-315.9143740802733
16395,0.7500000000000001,10,0.15000000000000002,2,-314.4131695396775
16396,0.7500000000000001,10,0.15000000000000002,3,-315.3620622316592
16397,0.7500000000000001,10,0.15000000000000002,4,-316.28297258137457
16398,0.7500000000000001,10,0.15000000000000002,5,-317.20215105439826
16399,0.7500000000000001,10,0.15000000000000002,6,-317.65974610886286
16400,0.7500000000000001,10,0.2,2,-315.00027565828464
16401,0.7500000000000001,10,0.2,3,-316.30908060118145
16402,0.7500000000000001,10,0.2,4,-317.5911063921687
16403,0.7500000000000001,10,0.2,5,-318.8831229176785
16404,0.7500000000000001,10,0.2,6,-319.5302173681469
16405,0.7500000000000001,10,0.25,2,-315.6045024376301
16406,0.7500000000000001,10,0.25,3,-317.2985694396956
16407,0.7500000000000001,10,0.25,4,-318.9743616484175
16408,0.7500000000000001,10,0.25,5,-320.6813046842347
16409,0.7500000000000001,10,0.25,6,-321.5419037542092
16410,0.7500000000000001,10,0.30000000000000004,2,-316.2266986496091
16411,0.7500000000000001,10,0.30000000000000004,3,-318.3339922053325
16412,0.7500000000000001,10,0.30000000000000004,4,-320.44044941391866
16413,0.7500000000000001,10,0.30000000000000004,5,-322.6115675820952
16414,0.7500000000000001,10,0.30000000000000004,6,-323.7142605176113
16415,0.7500000000000001,10,0.35000000000000003,2,-316.8677851135012
16416,0.7500000000000001,10,0.35000000000000003,3,-319.4193161911121
16417,0.7500000000000001,10,0.35000000000000003,4,-321.99839169786867
16418,0.7500000000000001,10,0.35000000000000003,5,-324.6918585042284
16419,0.7500000000000001,10,0.35000000000000003,6,-326.0710736891366
16420,0.7500000000000001,10,0.4,2,-317.528764097878
16421,0.7500000000000001,10,0.4,3,-320.5591312705559
16422,0.7500000000000001,10,0.4,4,-323.65885231201463
16423,0.7500000000000001,10,0.4,5,-326.94412490003583
16424,0.7500000000000001,10,0.4,6,-328.6418491486058
16425,0.7500000000000001,10,0.45,2,-318.210730490373
16426,0.7500000000000001,10,0.45,3,-321.7588111694734
16427,0.7500000000000001,10,0.45,4,-325.4345853166346
16428,0.7500000000000001,10,0.45,5,-329.3956213947537
16429,0.7500000000000001,10,0.45,6,-331.46380754348877
16430,0.7500000000000001,10,0.5,2,-318.91488518777646
16431,0.7500000000000001,10,0.5,3,-323.024739049181
16432,0.7500000000000001,10,0.5,4,-327.3410581531084
16433,0.7500000000000001,10,0.5,5,-332.0808073275012
16434,0.7500000000000001,10,0.5,6,-334.5848327161636
16435,0.7500000000000001,10,0.55,2,-319.6425513089427
16436,0.7500000000000001,10,0.55,3,-324.3646343779928
16437,0.7500000000000001,10,0.55,4,-329.39734372554693
16438,0.7500000000000001,10,0.55,5,-335.0441937214363
16439,0.7500000000000001,10,0.55,6,-338.0679788979991
16440,0.7500000000000001,10,0.6000000000000001,2,-320.39519404504523
16441,0.7500000000000001,10,0.6000000000000001,3,-325.788047223579
16442,0.7500000000000001,10,0.6000000000000001,4,-331.6274448901547
16443,0.7500000000000001,10,0.6000000000000001,5,-338.3447850126337
16444,0.7500000000000001,10,0.6000000000000001,6,-341.99864376562977
16445,0.7500000000000001,10,0.65,2,-321.1744452669382
16446,0.7500000000000001,10,0.65,3,-327.30714588280466
16447,0.7500000000000001,10,0.65,4,-334.0623523594534
16448,0.7500000000000001,10,0.65,5,-342.06334812756893
16449,0.7500000000000001,10,0.65,6,-346.49655650266203
16450,0.7500000000000001,10,0.7000000000000001,2,-321.982134457528
16451,0.7500000000000001,10,0.7000000000000001,3,-328.93805662872796
16452,0.7500000000000001,10,0.7000000000000001,4,-336.7434334519514
16453,0.7500000000000001,10,0.7000000000000001,5,-346.31504216425793
16454,0.7500000000000001,10,0.7000000000000001,6,-351.73706965527936
16455,0.7500000000000001,10,0.75,2,-322.8203282097168
16456,0.7500000000000001,10,0.75,3,-330.70334087978597
16457,0.7500000000000001,10,0.75,4,-339.7284566141883
16458,0.7500000000000001,10,0.75,5,-351.27312254827785
16459,0.7500000000000001,10,0.75,6,-357.9920395172573
16460,0.7500000000000001,10,0.8,2,-323.6913815650384
16461,0.7500000000000001,10,0.8,3,-332.6371094457829
16462,0.7500000000000001,10,0.8,4,-343.1034863148147
16463,0.7500000000000001,10,0.8,5,-357.21828680580495
16464,0.7500000000000001,10,0.8,6,-365.7169053861537
16465,0.7500000000000001,10,0.8500000000000001,2,-324.59800610318433
16466,0.7500000000000001,10,0.8500000000000001,3,-334.79733508761467
16467,0.7500000000000001,10,0.8500000000000001,4,-347.0102035159228
16468,0.7500000000000001,10,0.8500000000000001,5,-364.6576873355604
16469,0.7500000000000001,10,0.8500000000000001,6,-375.7654612857275
16470,0.7500000000000001,10,0.9,2,-325.5433623571797
16471,0.7500000000000001,10,0.9,3,-337.303318893506
16472,0.7500000000000001,10,0.9,4,-351.72540696129903
16473,0.7500000000000001,10,0.9,5,-374.6857748886008
16474,0.7500000000000001,10,0.9,6,-390.05450879044315
16475,0.7500000000000001,10,0.9500000000000001,2,-326.5311886245023
16476,0.7500000000000001,10,0.9500000000000001,3,-340.5107433655903
16477,0.7500000000000001,10,0.9500000000000001,4,-358.01933295138235
16478,0.7500000000000001,10,0.9500000000000001,5,-390.65900730955525
16479,0.7500000000000001,10,0.9500000000000001,6,-414.7004121676512
16480,0.7500000000000001,10,1.0,2,-327.56598613669064
16481,0.7500000000000001,10,1.0,3,-397.7310133243988
16482,0.7500000000000001,10,1.0,4,-452.9073764046147
16483,0.7500000000000001,10,1.0,5,-920.4146708505871
16484,0.7500000000000001,10,1.0,6,-1324.1878019959643
16485,0.7500000000000001,15,0.0,2,-410.24678144446875
16486,0.7500000000000001,15,0.0,3,-410.24678144446875
16487,0.7500000000000001,15,0.0,4,-410.24678144446875
16488,0.7500000000000001,15,0.0,5,-410.24678144446875
16489,0.7500000000000001,15,0.0,6,-410.24678144446875
16490,0.7500000000000001,15,0.05,2,-410.9357593894388
16491,0.7500000000000001,15,0.05,3,-411.28796955705315
16492,0.7500000000000001,15,0.05,4,-411.6105320755173
16493,0.7500000000000001,15,0.05,5,-411.91177947211395
16494,0.7500000000000001,15,0.05,6,-412.0588851384839
16495,0.7500000000000001,15,0.1,2,-411.63956713635923
16496,0.7500000000000001,15,0.1,3,-412.36328237933003
16497,0.7500000000000001,15,0.1,4,-413.0316732469275
16498,0.7500000000000001,15,0.1,5,-413.6616539718576
16499,0.7500000000000001,15,0.1,6,-413.9708559936513
16500,0.7500000000000001,15,0.15000000000000002,2,-412.35888099634997
16501,0.7500000000000001,15,0.15000000000000002,3,-413.47513374444753
16502,0.7500000000000001,15,0.15000000000000002,4,-414.5152633986547
16503,0.7500000000000001,15,0.15000000000000002,5,-415.5054267721509
16504,0.7500000000000001,15,0.15000000000000002,6,-415.99411557116093
16505,0.7500000000000001,15,0.2,2,-413.09442865642444
16506,0.7500000000000001,15,0.2,3,-414.62622829875284
16507,0.7500000000000001,15,0.2,4,-416.0670822742699
16508,0.7500000000000001,15,0.2,5,-417.45365538557013
16509,0.7500000000000001,15,0.2,6,-418.14216442204577
16510,0.7500000000000001,15,0.25,2,-413.8469950502689
16511,0.7500000000000001,15,0.25,3,-415.81961577014835
16512,0.7500000000000001,15,0.25,4,-417.6937799918452
16513,0.7500000000000001,15,0.25,5,-419.51880663306963
16514,0.7500000000000001,15,0.25,6,-420.4311194310022
16515,0.7500000000000001,15,0.30000000000000004,2,-414.61742917925756
16516,0.7500000000000001,15,0.30000000000000004,3,-417.05876008188875
16517,0.7500000000000001,15,0.30000000000000004,4,-419.403068313591
16518,0.7500000000000001,15,0.30000000000000004,5,-421.7157526241874
16519,0.7500000000000001,15,0.30000000000000004,6,-422.8804368312017
16520,0.7500000000000001,15,0.35000000000000003,2,-415.4066520910496
16521,0.7500000000000001,15,0.35000000000000003,3,-418.3476289896829
16522,0.7500000000000001,15,0.35000000000000003,4,-421.20396994323096
16523,0.7500000000000001,15,0.35000000000000003,5,-424.0624411282198
16524,0.7500000000000001,15,0.35000000000000003,6,-425.5139036300363
16525,0.7500000000000001,15,0.4,2,-416.2156662815027
16526,0.7500000000000001,15,0.4,3,-419.6908128273194
16527,0.7500000000000001,15,0.4,4,-423.1071493831682
16528,0.7500000000000001,15,0.4,5,-426.58082046572116
16529,0.7500000000000001,15,0.4,6,-428.36102667791505
16530,0.7500000000000001,15,0.45,2,-417.0455668644526
16531,0.7500000000000001,15,0.45,3,-421.09368577845953
16532,0.7500000000000001,15,0.45,4,-425.1253613804697
16533,0.7500000000000001,15,0.45,5,-429.29814612788533
16534,0.7500000000000001,15,0.45,6,-431.4590275868122
16535,0.7500000000000001,15,0.5,2,-417.8975549618132
16536,0.7500000000000001,15,0.5,3,-422.5626314598572
16537,0.7500000000000001,15,0.5,4,-427.2740740594319
16538,0.7500000000000001,15,0.5,5,-432.2488783145459
16539,0.7500000000000001,15,0.5,6,-434.8557911573992
16540,0.7500000000000001,15,0.55,2,-418.7729539164922
16541,0.7500000000000001,15,0.55,3,-424.10536979283734
16542,0.7500000000000001,15,0.55,4,-429.5723610031773
16543,0.7500000000000001,15,0.55,5,-435.4775289042217
16544,0.7500000000000001,15,0.55,6,-438.6143725728789
16545,0.7500000000000001,15,0.6000000000000001,2,-419.67322914265355
16546,0.7500000000000001,15,0.6000000000000001,3,-425.73145129562647
16547,0.7500000000000001,15,0.6000000000000001,4,-432.0442257429494
16548,0.7500000000000001,15,0.6000000000000001,5,-439.04310318278357
16549,0.7500000000000001,15,0.6000000000000001,6,-442.82017045479006
16550,0.7500000000000001,15,0.65,2,-420.6000127330828
16551,0.7500000000000001,15,0.65,3,-427.4530447131176
16552,0.7500000000000001,15,0.65,4,-434.7206596621845
16553,0.7500000000000001,15,0.65,5,-443.02636892052675
16554,0.7500000000000001,15,0.65,6,-447.5929149237993
16555,0.7500000000000001,15,0.7000000000000001,2,-421.5551343915654
16556,0.7500000000000001,15,0.7000000000000001,3,-429.28627676371383
16557,0.7500000000000001,15,0.7000000000000001,4,-437.6430307458737
16558,0.7500000000000001,15,0.7000000000000001,5,-447.54248605247733
16559,0.7500000000000001,15,0.7000000000000001,6,-453.10795945342636
16560,0.7500000000000001,15,0.75,2,-422.5406609308364
16561,0.7500000000000001,15,0.75,3,-431.25370930815205
16562,0.7500000000000001,15,0.75,4,-440.8691081019195
16563,0.7500000000000001,15,0.75,5,-452.76471083260213
16564,0.7500000000000001,15,0.75,6,-459.63716125086955
16565,0.7500000000000001,15,0.8,2,-423.55894761121453
16566,0.7500000000000001,15,0.8,3,-433.3894535945809
16567,0.7500000000000001,15,0.8,4,-444.48495685352265
16568,0.7500000000000001,15,0.8,5,-458.9737416024221
16569,0.7500000000000001,15,0.8,6,-467.63596050265005
16570,0.7500000000000001,15,0.8500000000000001,2,-424.61270623013434
16571,0.7500000000000001,15,0.8500000000000001,3,-435.75148281553476
16572,0.7500000000000001,15,0.8500000000000001,4,-448.6322586055275
16573,0.7500000000000001,15,0.8500000000000001,5,-466.6767315500483
16574,0.7500000000000001,15,0.8500000000000001,6,-477.9581520653007
16575,0.7500000000000001,15,0.9,2,-425.7050975373164
16576,0.7500000000000001,15,0.9,3,-438.4590984731921
16577,0.7500000000000001,15,0.9,4,-453.58781271308266
16578,0.7500000000000001,15,0.9,5,-476.968132139624
16579,0.7500000000000001,15,0.9,6,-492.52053816281
16580,0.7500000000000001,15,0.9500000000000001,2,-426.83986004587894
16581,0.7500000000000001,15,0.9500000000000001,3,-441.867983389216
16582,0.7500000000000001,15,0.9500000000000001,4,-460.1218559210625
16583,0.7500000000000001,15,0.9500000000000001,5,-493.2044015067365
16584,0.7500000000000001,15,0.9500000000000001,6,-517.4394826391264
16585,0.7500000000000001,15,1.0,2,-428.0214952019303
16586,0.7500000000000001,15,1.0,3,-492.4219447149026
16587,0.7500000000000001,15,1.0,4,-544.1818204287018
16588,0.7500000000000001,15,1.0,5,-965.1693016950425
16589,0.7500000000000001,15,1.0,6,-1324.1878019959643
16590,0.7500000000000001,20,0.0,2,-513.0199878470844
16591,0.7500000000000001,20,0.0,3,-513.0199878470844
16592,0.7500000000000001,20,0.0,4,-513.0199878470844
16593,0.7500000000000001,20,0.0,5,-513.0199878470844
16594,0.7500000000000001,20,0.0,6,-513.0199878470844
16595,0.7500000000000001,20,0.05,2,-513.7249758137245
16596,0.7500000000000001,20,0.05,3,-514.0832488554647
16597,0.7500000000000001,20,0.05,4,-514.4101496195984
16598,0.7500000000000001,20,0.05,5,-514.7140288134204
16599,0.7500000000000001,20,0.05,6,-514.8623244985064
16600,0.7500000000000001,20,0.1,2,-514.4447917640296
16601,0.7500000000000001,20,0.1,3,-515.180631376444
16602,0.7500000000000001,20,0.1,4,-515.8576975412705
16603,0.7500000000000001,20,0.1,5,-516.4929410080895
16604,0.7500000000000001,20,0.1,6,-516.804522622845
16605,0.7500000000000001,20,0.15000000000000002,2,-515.1801120096713
16606,0.7500000000000001,20,0.15000000000000002,3,-516.3145492439892
16607,0.7500000000000001,20,0.15000000000000002,4,-517.3676900530257
16608,0.7500000000000001,20,0.15000000000000002,5,-518.365746260229
16609,0.7500000000000001,20,0.15000000000000002,6,-518.858003781468
16610,0.7500000000000001,20,0.2,2,-515.9316642381916
16611,0.7500000000000001,20,0.2,3,-517.4877071051418
16612,0.7500000000000001,20,0.2,4,-518.9459068991467
16613,0.7500000000000001,20,0.2,5,-520.3430020826041
16614,0.7500000000000001,20,0.2,6,-521.0362685248227
16615,0.7500000000000001,20,0.25,2,-516.700233383782
16616,0.7500000000000001,20,0.25,3,-518.7031546883383
16617,0.7500000000000001,20,0.25,4,-520.5989981980898
16618,0.7500000000000001,20,0.25,5,-522.4371752957088
16619,0.7500000000000001,20,0.25,6,-523.3554337359997
16620,0.7500000000000001,20,0.30000000000000004,2,-517.4866684482915
16621,0.7500000000000001,20,0.30000000000000004,3,-519.9643559171632
16622,0.7500000000000001,20,0.30000000000000004,4,-522.3346757120257
16623,0.7500000000000001,20,0.30000000000000004,5,-524.6631380077621
16624,0.7500000000000001,20,0.30000000000000004,6,-525.8349556451849
16625,0.7500000000000001,20,0.35000000000000003,2,-518.2918904798207
16626,0.7500000000000001,20,0.35000000000000003,3,-521.2752785473884
16627,0.7500000000000001,20,0.35000000000000003,4,-524.1619621440847
16628,0.7500000000000001,20,0.35000000000000003,5,-527.038837985585
16629,0.7500000000000001,20,0.35000000000000003,6,-528.4986212548745
16630,0.7500000000000001,20,0.4,2,-519.1169019746284
16631,0.7500000000000001,20,0.4,3,-522.6405129125025
16632,0.7500000000000001,20,0.4,4,-526.0915219953292
16633,0.7500000000000001,20,0.4,5,-529.5862235456626
16634,0.7500000000000001,20,0.4,6,-531.3759374078747
16635,0.7500000000000001,20,0.45,2,-519.9627980469022
16636,0.7500000000000001,20,0.45,3,-524.0654331953683
16637,0.7500000000000001,20,0.45,4,-528.1361100104644
16638,0.7500000000000001,20,0.45,5,-532.3325501728734
16639,0.7500000000000001,20,0.45,6,-534.5041257046252
16640,0.7500000000000001,20,0.5,2,-520.8307798188519
16641,0.7500000000000001,20,0.5,3,-525.5564230112276
16642,0.7500000000000001,20,0.5,4,-530.3111943099783
16643,0.7500000000000001,20,0.5,5,-535.3122780574731
16644,0.7500000000000001,20,0.5,6,-537.9310709283624
16645,0.7500000000000001,20,0.55,2,-521.7221706336078
16646,0.7500000000000001,20,0.55,3,-527.1212022788329
16647,0.7500000000000001,20,0.55,4,-532.6358484710712
16648,0.7500000000000001,20,0.55,5,-538.5699190635077
16649,0.7500000000000001,20,0.55,6,-541.7198282356807
16650,0.7500000000000001,20,0.6000000000000001,2,-522.63843590547
16651,0.7500000000000001,20,0.6000000000000001,3,-528.7693215121844
16652,0.7500000000000001,20,0.6000000000000001,4,-535.1340760158328
16653,0.7500000000000001,20,0.6000000000000001,5,-542.1644784547177
16654,0.7500000000000001,20,0.6000000000000001,6,-545.9557962066034
16655,0.7500000000000001,20,0.65,2,-523.5812077272517
16656,0.7500000000000001,20,0.65,3,-530.5129494492238
16657,0.7500000000000001,20,0.65,4,-537.8368683133519
16658,0.7500000000000001,20,0.65,5,-546.1767239666666
16659,0.7500000000000001,20,0.65,6,-550.75870489473
16660,0.7500000000000001,20,0.7000000000000001,2,-524.552315802626
16661,0.7500000000000001,20,0.7000000000000001,3,-532.3682127965656
16662,0.7500000000000001,20,0.7000000000000001,4,-540.7855933253138
16663,0.7500000000000001,20,0.7000000000000001,5,-550.7218154775254
16664,0.7500000000000001,20,0.7000000000000001,6,-556.303907659672
16665,0.7500000000000001,20,0.75,2,-525.5538269440351
16666,0.7500000000000001,20,0.75,3,-534.3576733937531
16667,0.7500000000000001,20,0.75,4,-544.0380201194363
16668,0.7500000000000001,20,0.75,5,-555.973009142117
16669,0.7500000000000001,20,0.75,6,-562.8632615010381
16670,0.7500000000000001,20,0.8,2,-526.588096411271
16671,0.7500000000000001,20,0.8,3,-536.5154424470412
16672,0.7500000000000001,20,0.8,4,-547.6802137427571
16673,0.7500000000000001,20,0.8,5,-562.2110031119477
16674,0.7500000000000001,20,0.8,6,-570.8922061869811
16675,0.7500000000000001,20,0.8500000000000001,2,-527.6578360009196
16676,0.7500000000000001,20,0.8500000000000001,3,-538.8994930527546
16677,0.7500000000000001,20,0.8500000000000001,4,-551.8538556323714
16678,0.7500000000000001,20,0.8500000000000001,5,-569.9429501533845
16679,0.7500000000000001,20,0.8500000000000001,6,-581.2445355935987
16680,0.7500000000000001,20,0.9,2,-528.7662064614158
16681,0.7500000000000001,20,0.9,3,-541.6291264287438
16682,0.7500000000000001,20,0.9,4,-556.8357446663543
16683,0.7500000000000001,20,0.9,5,-580.2633005295463
16684,0.7500000000000001,20,0.9,6,-595.8370489972153
16685,0.7500000000000001,20,0.9500000000000001,2,-529.9169463039659
16686,0.7500000000000001,20,0.9500000000000001,3,-545.0600239898805
16687,0.7500000000000001,20,0.9500000000000001,4,-563.3961152981075
16688,0.7500000000000001,20,0.9500000000000001,5,-596.5285066390873
16689,0.7500000000000001,20,0.9500000000000001,6,-620.7860954907782
16690,0.7500000000000001,20,1.0,2,-531.1145569718517
16691,0.7500000000000001,20,1.0,3,-588.7622801549799
16692,0.7500000000000001,20,1.0,4,-636.3922698781001
16693,0.7500000000000001,20,1.0,5,-1010.2748699046069
16694,0.7500000000000001,20,1.0,6,-1324.1878019959643
16695,0.7500000000000001,25,0.0,2,-616.3730115981996
16696,0.7500000000000001,25,0.0,3,-616.3730115981996
16697,0.7500000000000001,25,0.0,4,-616.3730115981996
16698,0.7500000000000001,25,0.0,5,-616.3730115981996
16699,0.7500000000000001,25,0.0,6,-616.3730115981996
16700,0.7500000000000001,25,0.05,2,-617.0799203750338
16701,0.7500000000000001,25,0.05,3,-617.4389274507963
16702,0.7500000000000001,25,0.05,4,-617.7663558605144
16703,0.7500000000000001,25,0.05,5,-618.070561275401
16704,0.7500000000000001,25,0.05,6,-618.2190092442087
16705,0.7500000000000001,25,0.1,2,-617.801657067715
16706,0.7500000000000001,25,0.1,3,-618.5389646797139
16707,0.7500000000000001,25,0.1,4,-619.217086069974
16708,0.7500000000000001,25,0.1,5,-619.8529819125233
16709,0.7500000000000001,25,0.1,6,-620.1648680451203
16710,0.7500000000000001,25,0.15000000000000002,2,-618.5388979857457
16711,0.7500000000000001,25,0.15000000000000002,3,-619.6755371109632
16712,0.7500000000000001,25,0.15000000000000002,4,-620.7302606527865
16713,0.7500000000000001,25,0.15000000000000002,5,-621.7292953138251
