alpha,beta,rho,K,loglike
0.7500000000000001,20,0.55,6,-609.6689792086777
0.7500000000000001,20,0.6000000000000001,2,-591.6008405269919
0.7500000000000001,20,0.6000000000000001,3,-597.7161998319199
0.7500000000000001,20,0.6000000000000001,4,-603.5580741815136
0.7500000000000001,20,0.6000000000000001,5,-609.9029713260725
0.7500000000000001,20,0.6000000000000001,6,-614.1401774394567
0.7500000000000001,20,0.65,2,-592.9366600317094
0.7500000000000001,20,0.65,3,-599.874458598723
0.7500000000000001,20,0.65,4,-606.5888929626137
0.7500000000000001,20,0.65,5,-614.0889369777684
0.7500000000000001,20,0.65,6,-619.2098131189553
0.7500000000000001,20,0.7000000000000001,2,-594.3641224738045
0.7500000000000001,20,0.7000000000000001,3,-602.219888677787
0.7500000000000001,20,0.7000000000000001,4,-609.9271792972742
0.7500000000000001,20,0.7000000000000001,5,-618.8243462230382
0.7500000000000001,20,0.7000000000000001,6,-625.0629814686708
0.7500000000000001,20,0.75,2,-595.9082721906665
0.7500000000000001,20,0.75,3,-604.8044442674736
0.7500000000000001,20,0.75,4,-613.6564834206441
0.7500000000000001,20,0.75,5,-624.2859582638977
0.7500000000000001,20,0.75,6,-631.9866426702941
0.7500000000000001,20,0.8,2,-597.6098216247901
0.7500000000000001,20,0.8,3,-607.711880049121
0.7500000000000001,20,0.8,4,-617.907549537218
0.7500000000000001,20,0.8,5,-630.7592155801827
0.7500000000000001,20,0.8,6,-640.4615387321941
0.7500000000000001,20,0.8500000000000001,2,-599.543143059512
0.7500000000000001,20,0.8500000000000001,3,-611.0938903966455
0.7500000000000001,20,0.8500000000000001,4,-622.908757757566
0.7500000000000001,20,0.8500000000000001,5,-638.7579225139539
0.7500000000000001,20,0.8500000000000001,6,-651.3888965956254
0.7500000000000001,20,0.9,2,-601.8717853658317
0.7500000000000001,20,0.9,3,-615.2813767610535
0.7500000000000001,20,0.9,4,-629.1382203382984
0.7500000000000001,20,0.9,5,-649.3862708802925
0.7500000000000001,20,0.9,6,-666.792004601721
0.7500000000000001,20,0.9500000000000001,2,-605.1100338124288
0.7500000000000001,20,0.9500000000000001,3,-621.3079374491208
0.7500000000000001,20,0.9500000000000001,4,-638.0283489842184
0.7500000000000001,20,0.9500000000000001,5,-666.0158146597814
0.7500000000000001,20,0.9500000000000001,6,-693.1270100958814
0.7500000000000001,20,1.0,2,-659.8336949160617
0.7500000000000001,20,1.0,3,-730.9595493855901
0.7500000000000001,20,1.0,4,-793.5025360191629
0.7500000000000001,20,1.0,5,-1104.7417858145413
0.7500000000000001,20,1.0,6,-1497.1083604553046
0.7500000000000001,25,0.0,2,-699.834317650377
0.7500000000000001,25,0.0,3,-699.834317650377
0.7500000000000001,25,0.0,4,-699.834317650377
0.7500000000000001,25,0.0,5,-699.834317650377
0.7500000000000001,25,0.0,6,-699.834317650377
0.7500000000000001,25,0.05,2,-700.6817937638979
0.7500000000000001,25,0.05,3,-701.0341802021242
0.7500000000000001,25,0.05,4,-701.3373183850838
0.7500000000000001,25,0.05,5,-701.6169483810784
0.7500000000000001,25,0.05,6,-701.7828614785808
0.7500000000000001,25,0.1,2,-701.5525176128731
0.7500000000000001,25,0.1,3,-702.2767472047366
0.7500000000000001,25,0.1,4,-702.9042298118934
0.7500000000000001,25,0.1,5,-703.4882343634849
0.7500000000000001,25,0.1,6,-703.8368143201757
0.7500000000000001,25,0.15000000000000002,2,-702.4481536726277
0.7500000000000001,25,0.15000000000000002,3,-703.5655233408226
0.7500000000000001,25,0.15000000000000002,4,-704.5409344144812
0.7500000000000001,25,0.15000000000000002,5,-705.457549610173
0.7500000000000001,25,0.15000000000000002,6,-706.008232233973
0.7500000000000001,25,0.2,2,-703.3705973783298
0.7500000000000001,25,0.2,3,-704.9045158857488
0.7500000000000001,25,0.2,4,-706.2542002742714
0.7500000000000001,25,0.2,5,-707.5358553923191
0.7500000000000001,25,0.2,6,-708.3113657588176
0.7500000000000001,25,0.25,2,-704.3220269908082
0.7500000000000001,25,0.25,3,-706.298345862251
0.7500000000000001,25,0.25,4,-708.0518760665659
0.7500000000000001,25,0.25,5,-709.736084453194
0.7500000000000001,25,0.25,6,-710.7632271067614
0.7500000000000001,25,0.30000000000000004,2,-705.3049721614317
0.7500000000000001,25,0.30000000000000004,3,-707.7523941410801
0.7500000000000001,25,0.30000000000000004,4,-709.9431451864752
0.7500000000000001,25,0.30000000000000004,5,-712.0736504429933
0.7500000000000001,25,0.30000000000000004,6,-713.3843533409615
0.7500000000000001,25,0.35000000000000003,2,-706.3224063731659
0.7500000000000001,25,0.35000000000000003,3,-709.2729972360327
0.7500000000000001,25,0.35000000000000003,4,-711.9388627818633
0.7500000000000001,25,0.35000000000000003,5,-714.5671355939297
0.7500000000000001,25,0.35000000000000003,6,-716.1998528742065
0.7500000000000001,25,0.4,2,-707.3778743916707
0.7500000000000001,25,0.4,3,-710.8677155805206
0.7500000000000001,25,0.4,4,-714.0520118260318
0.7500000000000001,25,0.4,5,-717.239238166988
0.7500000000000001,25,0.4,6,-719.2408716985462
0.7500000000000001,25,0.45,2,-708.4756725533723
0.7500000000000001,25,0.45,3,-712.5457106344343
0.7500000000000001,25,0.45,4,-716.2983348662511
0.7500000000000001,25,0.45,5,-720.1181089144549
0.7500000000000001,25,0.45,6,-722.5466991177431
0.7500000000000001,25,0.5,2,-709.6211114924841
0.7500000000000001,25,0.5,3,-714.318290970696
0.7500000000000001,25,0.5,4,-718.6972334725991
0.7500000000000001,25,0.5,5,-723.2392887708638
0.7500000000000001,25,0.5,6,-726.1678799520478
0.7500000000000001,25,0.55,2,-710.820912590687
0.7500000000000001,25,0.55,3,-716.1997312204921
0.7500000000000001,25,0.55,4,-721.273091359401
0.7500000000000001,25,0.55,5,-726.6486108785541
0.7500000000000001,25,0.55,6,-730.1709720919312
0.7500000000000001,25,0.6000000000000001,2,-712.0838315581925
0.7500000000000001,25,0.6000000000000001,3,-718.208552555096
0.7500000000000001,25,0.6000000000000001,4,-724.0572991526769
0.7500000000000001,25,0.6000000000000001,5,-730.4067194463285
0.7500000000000001,25,0.6000000000000001,6,-734.6461179873994
0.7500000000000001,25,0.65,2,-713.4216898325977
0.7500000000000001,25,0.65,3,-720.3696287848489
0.7500000000000001,25,0.65,4,-727.0915072184683
0.7500000000000001,25,0.65,5,-734.5964495819294
0.7500000000000001,25,0.65,6,-739.7196985829311
0.7500000000000001,25,0.7000000000000001,2,-714.8511900986053
0.7500000000000001,25,0.7000000000000001,3,-722.7178747411032
0.7500000000000001,25,0.7000000000000001,4,-730.4331809797864
0.7500000000000001,25,0.7000000000000001,5,-739.3356206306377
0.7500000000000001,25,0.7000000000000001,6,-745.5768077935024
0.7500000000000001,25,0.75,2,-716.397376190704
0.7500000000000001,25,0.75,3,-725.305243765165
0.7500000000000001,25,0.75,4,-734.1658697398095
0.7500000000000001,25,0.75,5,-744.8009904217282
0.7500000000000001,25,0.75,6,-752.5044034490601
0.7500000000000001,25,0.8,2,-718.1009595561437
0.7500000000000001,25,0.8,3,-728.2154888359413
0.7500000000000001,25,0.8,4,-738.4203158897692
0.7500000000000001,25,0.8,5,-751.2779987896014
0.7500000000000001,25,0.8,6,-760.9832228544918
0.7500000000000001,25,0.8500000000000001,2,-720.0363101748853
0.7500000000000001,25,0.8500000000000001,3,-731.6003003746943
0.7500000000000001,25,0.8500000000000001,4,-743.4248954098463
0.7500000000000001,25,0.8500000000000001,5,-759.2804441323257
0.7500000000000001,25,0.8500000000000001,6,-771.9144819763119
0.7500000000000001,25,0.9,2,-722.3669700467456
0.7500000000000001,25,0.9,3,-735.7905680124625
0.7500000000000001,25,0.9,4,-749.6577084003285
0.7500000000000001,25,0.9,5,-769.9125010620289
0.7500000000000001,25,0.9,6,-787.3214362317556
0.7500000000000001,25,0.9500000000000001,2,-725.6071901955816
0.7500000000000001,25,0.9500000000000001,3,-741.8198310569791
0.7500000000000001,25,0.9500000000000001,4,-758.5511065608846
0.7500000000000001,25,0.9500000000000001,5,-786.5456400621325
0.7500000000000001,25,0.9500000000000001,6,-813.6600683508815
0.7500000000000001,25,1.0,2,-770.9581927377754
0.7500000000000001,25,1.0,3,-832.8817941131239
0.7500000000000001,25,1.0,4,-889.1866010421144
0.7500000000000001,25,1.0,5,-1160.629425357688
0.7500000000000001,25,1.0,6,-1497.1083604553046
0.7500000000000001,30,0.0,2,-820.3659469103301
0.7500000000000001,30,0.0,3,-820.3659469103301
0.7500000000000001,30,0.0,4,-820.3659469103301
0.7500000000000001,30,0.0,5,-820.3659469103301
0.7500000000000001,30,0.0,6,-820.3659469103301
0.7500000000000001,30,0.05,2,-821.2136777191612
0.7500000000000001,30,0.05,3,-821.5661640128068
0.7500000000000001,30,0.05,4,-821.8693752989316
0.7500000000000001,30,0.05,5,-822.1490523720178
0.7500000000000001,30,0.05,6,-822.3149868130005
0.7500000000000001,30,0.1,2,-822.084655481543
0.7500000000000001,30,0.1,3,-822.8090843893697
0.7500000000000001,30,0.1,4,-823.4367129116123
0.7500000000000001,30,0.1,5,-824.0208112305031
0.7500000000000001,30,0.1,6,-824.3694335233014
0.7500000000000001,30,0.15000000000000002,2,-822.9805445625383
0.7500000000000001,30,0.15000000000000002,3,-824.0982125468568
0.7500000000000001,30,0.15000000000000002,4,-825.0738420104333
0.7500000000000001,30,0.15000000000000002,5,-825.990597196118
0.7500000000000001,30,0.15000000000000002,6,-826.541342711349
0.7500000000000001,30,0.2,2,-823.9032402624758
0.7500000000000001,30,0.2,3,-825.4375555448673
0.7500000000000001,30,0.2,4,-826.7875304061351
0.7500000000000001,30,0.2,5,-828.0693711674571
0.7500000000000001,30,0.2,6,-828.844964430118
0.7500000000000001,30,0.25,2,-824.8549206750498
0.7500000000000001,30,0.25,3,-826.8317341376822
0.7500000000000001,30,0.25,4,-828.5856264393401
0.7500000000000001,30,0.25,5,-830.2700654228937
0.7500000000000001,30,0.25,6,-831.2973102762298
0.7500000000000001,30,0.30000000000000004,2,-825.8381152412815
0.7500000000000001,30,0.30000000000000004,3,-828.2861288569123
0.7500000000000001,30,0.30000000000000004,4,-830.4773130855679
0.7500000000000001,30,0.30000000000000004,5,-832.6080930245372
0.7500000000000001,30,0.30000000000000004,6,-833.9189165215802
0.7500000000000001,30,0.35000000000000003,2,-826.8557971747701
0.7500000000000001,30,0.35000000000000003,3,-829.8070757804101
0.7500000000000001,30,0.35000000000000003,4,-832.4734449582076
0.7500000000000001,30,0.35000000000000003,5,-835.102035448994
0.7500000000000001,30,0.35000000000000003,6,-836.7348905442343
0.7500000000000001,30,0.4,2,-827.9115108892765
0.7500000000000001,30,0.4,3,-831.4021347698823
0.7500000000000001,30,0.4,4,-834.5870043370945
0.7500000000000001,30,0.4,5,-837.7745899688723
0.7500000000000001,30,0.4,6,-839.7763769566271
0.7500000000000001,30,0.45,2,-829.0095522507556
0.7500000000000001,30,0.45,3,-833.0804665178814
0.7500000000000001,30,0.45,4,-836.8337328501667
0.7500000000000001,30,0.45,5,-840.6539060164523
0.7500000000000001,30,0.45,6,-843.0826631812416
0.7500000000000001,30,0.5,2,-830.155231247136
0.7500000000000001,30,0.5,3,-834.8533785390148
0.7500000000000001,30,0.5,4,-839.2330308172748
0.7500000000000001,30,0.5,5,-843.7755227197293
0.7500000000000001,30,0.5,6,-846.7042914045691
0.7500000000000001,30,0.55,2,-831.355268343229
0.7500000000000001,30,0.55,3,-836.7351439569019
0.7500000000000001,30,0.55,4,-841.80928019969
0.7500000000000001,30,0.55,5,-847.1852706754069
0.7500000000000001,30,0.55,6,-850.7078157128105
0.7500000000000001,30,0.6000000000000001,2,-832.6184178969268
0.7500000000000001,30,0.6000000000000001,3,-838.7442817099567
0.7500000000000001,30,0.6000000000000001,4,-844.5938690717365
0.7500000000000001,30,0.6000000000000001,5,-850.9437903755276
0.7500000000000001,30,0.6000000000000001,6,-855.1833728496601
0.7500000000000001,30,0.65,2,-833.9564992534325
0.7500000000000001,30,0.65,3,-840.905662139103
0.7500000000000001,30,0.65,4,-847.6284439083879
0.7500000000000001,30,0.65,5,-855.1339112562781
0.7500000000000001,30,0.65,6,-860.2573347927168
0.7500000000000001,30,0.7000000000000001,2,-835.3862116583188
0.7500000000000001,30,0.7000000000000001,3,-843.2541943493547
0.7500000000000001,30,0.7000000000000001,4,-850.9704638361587
0.7500000000000001,30,0.7000000000000001,5,-859.8734435062461
0.7500000000000001,30,0.7000000000000001,6,-866.1147805125447
0.7500000000000001,30,0.75,2,-836.9325928300733
0.7500000000000001,30,0.75,3,-845.8418214574848
0.7500000000000001,30,0.75,4,-854.7034671402798
0.7500000000000001,30,0.75,5,-865.3391290251086
0.7500000000000001,30,0.75,6,-873.0426409400795
0.7500000000000001,30,0.8,2,-838.6363421062721
0.7500000000000001,30,0.8,3,-848.7522761226726
0.7500000000000001,30,0.8,4,-858.9581747430359
0.7500000000000001,30,0.8,5,-871.8163769106102
0.7500000000000001,30,0.8,6,-881.5215995848071
0.7500000000000001,30,0.8500000000000001,2,-840.57180143101
0.7500000000000001,30,0.8500000000000001,3,-852.1372015727742
0.7500000000000001,30,0.8500000000000001,4,-863.9629136565733
0.7500000000000001,30,0.8500000000000001,5,-879.818916409517
0.7500000000000001,30,0.8500000000000001,6,-892.4527468999412
0.7500000000000001,30,0.9,2,-842.90242915895
0.7500000000000001,30,0.9,3,-856.3273462923313
0.7500000000000001,30,0.9,4,-870.1956397169516
0.7500000000000001,30,0.9,5,-890.4507217533518
0.7500000000000001,30,0.9,6,-907.8589618116802
0.7500000000000001,30,0.9500000000000001,2,-846.142059523716
0.7500000000000001,30,0.9500000000000001,3,-862.3555451850578
0.7500000000000001,30,0.9500000000000001,4,-879.0879921981993
0.7500000000000001,30,0.9500000000000001,5,-907.0822900285098
0.7500000000000001,30,0.9500000000000001,6,-934.1943451809466
0.7500000000000001,30,1.0,2,-882.1199034883059
0.7500000000000001,30,1.0,3,-934.8274650439067
0.7500000000000001,30,1.0,4,-984.8836592375903
0.7500000000000001,30,1.0,5,-1216.5227860737818
0.7500000000000001,30,1.0,6,-1497.1083604553046
0.7500000000000001,35,0.0,2,-940.9070529809915
0.7500000000000001,35,0.0,3,-940.9070529809915
0.7500000000000001,35,0.0,4,-940.9070529809915
0.7500000000000001,35,0.0,5,-940.9070529809915
0.7500000000000001,35,0.0,6,-940.9070529809915
0.7500000000000001,35,0.05,2,-941.7546966514341
0.7500000000000001,35,0.05,3,-942.1071609267395
0.7500000000000001,35,0.05,4,-942.410358055966
0.7500000000000001,35,0.05,5,-942.6900169525679
0.7500000000000001,35,0.05,6,-942.8559352801786
0.7500000000000001,35,0.1,2,-942.6255779731088
0.7500000000000001,35,0.1,3,-943.3499583230565
0.7500000000000001,35,0.1,4,-943.9775552577802
0.7500000000000001,35,0.1,5,-944.5616128553177
0.7500000000000001,35,0.1,6,-944.9101989430816
0.7500000000000001,35,0.15000000000000002,2,-943.521359984399
0.7500000000000001,35,0.15000000000000002,3,-944.6389475946086
0.7500000000000001,35,0.15000000000000002,4,-945.6145242511395
0.7500000000000001,35,0.15000000000000002,5,-946.5312108913969
0.7500000000000001,35,0.15000000000000002,6,-947.081895150982
0.7500000000000001,35,0.2,2,-944.443936361647
0.7500000000000001,35,0.2,3,-945.9781332428919
0.7500000000000001,35,0.2,4,-947.3280296719116
0.7500000000000001,35,0.2,5,-948.6097676336742
0.7500000000000001,35,0.2,6,-949.3852683461475
0.7500000000000001,35,0.25,2,-945.3954831836804
0.7500000000000001,35,0.25,3,-947.3721328367944
0.7500000000000001,35,0.25,4,-949.1259159320391
0.7500000000000001,35,0.25,5,-950.8102099614382
0.7500000000000001,35,0.25,6,-951.8373230187797
0.7500000000000001,35,0.30000000000000004,2,-946.3785273533446
0.7500000000000001,35,0.30000000000000004,3,-948.8263228805268
0.7500000000000001,35,0.30000000000000004,4,-951.0173610773699
0.7500000000000001,35,0.30000000000000004,5,-953.1479441048866
0.7500000000000001,35,0.30000000000000004,6,-954.4585863046362
0.7500000000000001,35,0.35000000000000003,2,-947.3960388309192
0.7500000000000001,35,0.35000000000000003,3,-950.3470342707145
0.7500000000000001,35,0.35000000000000003,4,-953.0132134360512
0.7500000000000001,35,0.35000000000000003,5,-955.6415427595974
0.7500000000000001,35,0.35000000000000003,6,-957.2741536355588
0.7500000000000001,35,0.4,2,-948.4515577763729
0.7500000000000001,35,0.4,3,-951.9418200690093
0.7500000000000001,35,0.4,4,-955.1264471250249
0.7500000000000001,35,0.4,5,-958.3136917077438
0.7500000000000001,35,0.4,6,-960.3151536972587
0.7500000000000001,35,0.45,2,-949.5493743638789
0.7500000000000001,35,0.45,3,-953.6198318341719
0.7500000000000001,35,0.45,4,-957.3727929394707
0.7500000000000001,35,0.45,5,-961.1925250294389
0.7500000000000001,35,0.45,6,-963.6208521964664
0.7500000000000001,35,0.5,2,-950.6947907566436
0.7500000000000001,35,0.5,3,-955.3923644746725
0.7500000000000001,35,0.5,4,-959.77163645155
0.7500000000000001,35,0.5,5,-964.3135608324644
0.7500000000000001,35,0.5,6,-967.2417609217531
0.7500000000000001,35,0.55,2,-951.8945163112261
0.7500000000000001,35,0.55,3,-957.2736731455446
0.7500000000000001,35,0.55,4,-962.34733892032
0.7500000000000001,35,0.55,5,-967.7226000787588
0.7500000000000001,35,0.55,6,-971.2443900583546
0.7500000000000001,35,0.6000000000000001,2,-953.1572889921413
0.7500000000000001,35,0.6000000000000001,3,-959.2822501577242
0.7500000000000001,35,0.6000000000000001,4,-965.1312582522404
0.7500000000000001,35,0.6000000000000001,5,-971.4802399688813
0.7500000000000001,35,0.6000000000000001,6,-975.7188105115686
0.7500000000000001,35,0.65,2,-954.494902768289
0.7500000000000001,35,0.65,3,-961.442924461323
0.7500000000000001,35,0.65,4,-968.1649948674165
0.7500000000000001,35,0.65,5,-975.6692438408205
0.7500000000000001,35,0.65,6,-980.7912908242185
0.7500000000000001,35,0.7000000000000001,2,-955.9240151638525
0.7500000000000001,35,0.7000000000000001,3,-963.7905368274482
0.7500000000000001,35,0.7000000000000001,4,-971.5059332866053
0.7500000000000001,35,0.7000000000000001,5,-980.4073151041556
0.7500000000000001,35,0.7000000000000001,6,-986.6467376302169
0.7500000000000001,35,0.75,2,-957.4695896964441
0.7500000000000001,35,0.75,3,-966.3769083542684
0.7500000000000001,35,0.75,4,-975.2374811226978
0.7500000000000001,35,0.75,5,-985.8710097892288
0.7500000000000001,35,0.75,6,-993.5717717855858
0.7500000000000001,35,0.8,2,-959.1721788195039
0.7500000000000001,35,0.8,3,-969.2855292632362
0.7500000000000001,35,0.8,4,-979.490104502059
0.7500000000000001,35,0.8,5,-992.3453781723246
0.7500000000000001,35,0.8,6,-1002.046457018241
0.7500000000000001,35,0.8500000000000001,2,-961.1057846537082
0.7500000000000001,35,0.8500000000000001,3,-972.6674800870203
0.7500000000000001,35,0.8500000000000001,4,-984.4915491545386
0.7500000000000001,35,0.8500000000000001,5,-1000.343342025162
0.7500000000000001,35,0.8500000000000001,6,-1012.9704389319726
0.7500000000000001,35,0.9,2,-963.4328533015374
0.7500000000000001,35,0.9,3,-976.851828918085
0.7500000000000001,35,0.9,4,-990.718059671219
0.7500000000000001,35,0.9,5,-1010.9665368124314
0.7500000000000001,35,0.9,6,-1028.3622687532509
0.7500000000000001,35,0.9500000000000001,2,-966.6621964434337
0.7500000000000001,35,0.9500000000000001,3,-982.8630576878318
0.7500000000000001,35,0.9500000000000001,4,-999.5928534300691
0.7500000000000001,35,0.9500000000000001,5,-1027.5741304622782
0.7500000000000001,35,0.9500000000000001,6,-1054.6544905770663
0.7500000000000001,35,1.0,2,-993.2839753382577
0.7500000000000001,35,1.0,3,-1036.7735442505282
0.7500000000000001,35,1.0,4,-1080.5766312918788
0.7500000000000001,35,1.0,5,-1272.4074626431766
0.7500000000000001,35,1.0,6,-1497.1083604553046
0.7500000000000001,40,0.0,2,-1061.4494656948068
0.7500000000000001,40,0.0,3,-1061.4494656948068
0.7500000000000001,40,0.0,4,-1061.4494656948068
0.7500000000000001,40,0.0,5,-1061.4494656948068
0.7500000000000001,40,0.0,6,-1061.4494656948068
0.7500000000000001,40,0.05,2,-1062.2956539621525
0.7500000000000001,40,0.05,3,-1062.6477010848744
0.7500000000000001,40,0.05,4,-1062.9506188391717
0.7500000000000001,40,0.05,5,-1063.2299932485962
0.7500000000000001,40,0.05,6,-1063.3956919263496
0.7500000000000001,40,0.1,2,-1063.164969034822
0.7500000000000001,40,0.1,3,-1063.8884629482848
0.7500000000000001,40,0.1,4,-1064.515463951516
0.7500000000000001,40,0.1,5,-1065.0989028646486
0.7500000000000001,40,0.1,6,-1065.4470042165615
0.7500000000000001,40,0.15000000000000002,2,-1064.059058065986
0.7500000000000001,40,0.15000000000000002,3,-1065.1752291002595
0.7500000000000001,40,0.15000000000000002,4,-1066.1498502602153
0.7500000000000001,40,0.15000000000000002,5,-1067.0655239781418
0.7500000000000001,40,0.15000000000000002,6,-1067.6154018124255
0.7500000000000001,40,0.2,2,-1064.9797952852348
0.7500000000000001,40,0.2,3,-1066.5119738077044
0.7500000000000001,40,0.2,4,-1067.86050519623
0.7500000000000001,40,0.2,5,-1069.1407629132993
0.7500000000000001,40,0.2,6,-1069.9150642854727
0.7500000000000001,40,0.25,2,-1065.9293326445227
0.7500000000000001,40,0.25,3,-1067.9032769943778
0.7500000000000001,40,0.25,4,-1069.6552271335845
0.7500000000000001,40,0.25,5,-1071.337483859148
0.7500000000000001,40,0.25,6,-1072.3629140232467
0.7500000000000001,40,0.30000000000000004,2,-1066.9101666583072
0.7500000000000001,40,0.30000000000000004,3,-1069.3544675784947
0.7500000000000001,40,0.30000000000000004,4,-1071.5431363541686
0.7500000000000001,40,0.30000000000000004,5,-1073.6710137578339
0.7500000000000001,40,0.30000000000000004,6,-1074.9793726981452
0.7500000000000001,40,0.35000000000000003,2,-1067.9252283491164
0.7500000000000001,40,0.35000000000000003,3,-1070.8718152596543
0.7500000000000001,40,0.35000000000000003,4,-1073.5350075490783
0.7500000000000001,40,0.35000000000000003,5,-1076.1598234551095
0.7500000000000001,40,0.35000000000000003,6,-1077.7893979730609
0.7500000000000001,40,0.4,2,-1068.9780069919643
0.7500000000000001,40,0.4,3,-1072.4627928259997
0.7500000000000001,40,0.4,4,-1075.6437192246174
0.7500000000000001,40,0.4,5,-1078.826465548432
0.7500000000000001,40,0.4,6,-1080.823935063377
0.7500000000000001,40,0.45,2,-1070.0727247283521
0.7500000000000001,40,0.45,3,-1074.136444098166
0.7500000000000001,40,0.45,4,-1077.8848753458228
0.7500000000000001,40,0.45,5,-1081.6988963182407
0.7500000000000001,40,0.45,6,-1084.1219998398396
0.7500000000000001,40,0.5,2,-1071.2145902988825
0.7500000000000001,40,0.5,3,-1075.9039154504758
0.7500000000000001,40,0.5,4,-1080.2776889263562
0.7500000000000001,40,0.5,5,-1084.8123906728813
0.7500000000000001,40,0.5,6,-1087.73375489794
0.7500000000000001,40,0.55,2,-1072.4101806382362
0.7500000000000001,40,0.55,3,-1077.7792506339147
0.7500000000000001,40,0.55,4,-1082.846279218251
0.7500000000000001,40,0.55,5,-1088.2124071348567
0.7500000000000001,40,0.55,6,-1091.7252070275138
0.7500000000000001,40,0.6000000000000001,2,-1073.6680386936719
0.7500000000000001,40,0.6000000000000001,3,-1079.780629308817
0.7500000000000001,40,0.6000000000000001,4,-1085.6216519441575
0.7500000000000001,40,0.6000000000000001,5,-1091.959043454407
0.7500000000000001,40,0.6000000000000001,6,-1096.1856738519766
0.7500000000000001,40,0.65,2,-1074.9996574112804
0.7500000000000001,40,0.65,3,-1081.9323957406398
0.7500000000000001,40,0.65,4,-1088.6448709305018
0.7500000000000001,40,0.65,5,-1096.134301991677
0.7500000000000001,40,0.65,6,-1101.240243717003
0.7500000000000001,40,0.7000000000000001,2,-1076.4212013203773
0.7500000000000001,40,0.7000000000000001,3,-1084.2685934531116
0.7500000000000001,40,0.7000000000000001,4,-1091.9724539577219
0.7500000000000001,40,0.7000000000000001,5,-1100.8546603014038
0.7500000000000001,40,0.7000000000000001,6,-1107.0718637689265
0.7500000000000001,40,0.75,2,-1077.956761897184
0.7500000000000001,40,0.75,3,-1086.839627227028
0.7500000000000001,40,0.75,4,-1095.686297050888
0.7500000000000001,40,0.75,5,-1106.2945490876639
0.7500000000000001,40,0.75,6,-1113.9636456607032
0.7500000000000001,40,0.8,2,-1079.645178859383
0.7500000000000001,40,0.8,3,-1089.7261939231375
0.7500000000000001,40,0.8,4,-1099.9139382978178
0.7500000000000001,40,0.8,5,-1112.734940026492
0.7500000000000001,40,0.8,6,-1122.388684432402
0.7500000000000001,40,0.8500000000000001,2,-1081.5565396758568
0.7500000000000001,40,0.8500000000000001,3,-1093.0729641056503
0.7500000000000001,40,0.8500000000000001,4,-1104.8765145801872
0.7500000000000001,40,0.8500000000000001,5,-1120.6796639890254
0.7500000000000001,40,0.8500000000000001,6,-1133.230539298461
0.7500000000000001,40,0.9,2,-1083.8418744298635
0.7500000000000001,40,0.9,3,-1097.1902396785338
0.7500000000000001,40,0.9,4,-1111.0311871555155
0.7500000000000001,40,0.9,5,-1131.204480146128
0.7500000000000001,40,0.9,6,-1148.4603900404736
0.7500000000000001,40,0.9500000000000001,2,-1086.9560814957374
0.7500000000000001,40,0.9500000000000001,3,-1103.0134253398353
0.7500000000000001,40,0.9500000000000001,4,-1119.7114642464628
0.7500000000000001,40,0.9500000000000001,5,-1147.5483477572416
0.7500000000000001,40,0.9500000000000001,6,-1174.2839237898502
0.7500000000000001,40,1.0,2,-1104.419546454657
0.7500000000000001,40,1.0,3,-1138.6894720792525
0.7500000000000001,40,1.0,4,-1176.2034151231592
0.7500000000000001,40,1.0,5,-1328.1840760504963
0.7500000000000001,40,1.0,6,-1497.1083604553046
0.7500000000000001,45,0.0,2,-1181.9920663621272
0.7500000000000001,45,0.0,3,-1181.9920663621272
0.7500000000000001,45,0.0,4,-1181.9920663621272
0.7500000000000001,45,0.0,5,-1181.9920663621272
0.7500000000000001,45,0.0,6,-1181.9920663621272
0.7500000000000001,45,0.05,2,-1182.8209288075682
0.7500000000000001,45,0.05,3,-1183.168107930203
0.7500000000000001,45,0.05,4,-1183.4677865892686
0.7500000000000001,45,0.05,5,-1183.7438683303321
0.7500000000000001,45,0.05,6,-1183.9070341848671
0.7500000000000001,45,0.1,2,-1183.6716442452057
0.7500000000000001,45,0.1,3,-1184.3848157731911
0.7500000000000001,45,0.1,4,-1185.0049229091944
0.7500000000000001,45,0.1,5,-1185.581220841371
0.7500000000000001,45,0.1,6,-1185.9237514220088
0.7500000000000001,45,0.15000000000000002,2,-1184.545684598311
0.7500000000000001,45,0.15000000000000002,3,-1185.645397775821
0.7500000000000001,45,0.15000000000000002,4,-1186.6089914658419
0.7500000000000001,45,0.15000000000000002,5,-1187.5130083577974
0.7500000000000001,45,0.15000000000000002,6,-1188.053652552031
0.7500000000000001,45,0.2,2,-1185.444711399195
0.7500000000000001,45,0.2,3,-1186.9534992824213
0.7500000000000001,45,0.2,4,-1188.2863155987345
0.7500000000000001,45,0.2,5,-1189.5495927546162
0.7500000000000001,45,0.2,6,-1190.310217184655
0.7500000000000001,45,0.25,2,-1186.3706152605198
0.7500000000000001,45,0.25,3,-1188.313294467817
0.7500000000000001,45,0.25,4,-1190.0441979067286
0.7500000000000001,45,0.25,5,-1191.7031645150719
0.7500000000000001,45,0.25,6,-1192.709489484202
0.7500000000000001,45,0.30000000000000004,2,-1187.3255671650122
0.7500000000000001,45,0.30000000000000004,3,-1189.7296047741731
0.7500000000000001,45,0.30000000000000004,4,-1191.8911426435827
0.7500000000000001,45,0.30000000000000004,5,-1193.9882063272844
0.7500000000000001,45,0.30000000000000004,6,-1195.2707739674277
0.7500000000000001,45,0.35000000000000003,2,-1188.3120863117736
